0.100000001 , 64.1517401
0.200000003 , 25.4078529
0.300000004 , 13.2339854
0.400000006 , 7.63403011
0.500000007 , 4.61202519
0.600000009 , 2.83883431
0.70000001 , 1.74732868
0.800000012 , 1.0561759
0.900000013 , 0.611122217
1.00000001 , 0.321529596
1.10000002 , 0.131543349
1.20000002 , 0.00567367248
1.30000002 , -0.0789862347
1.40000002 , -0.170095177
1.50000002 , -0.256619957
1.60000002 , -0.286180997
1.70000003 , -0.302339123
1.80000003 , -0.310528612
1.90000003 , -0.313046254
2.00000003 , -0.311530824
2.10000003 , -0.307179613
2.20000003 , -0.300883046
2.30000003 , -0.293310754
2.40000004 , -0.284968553
2.50000004 , -0.276235877
2.60000004 , -0.267368322
2.70000004 , -0.258405438
2.80000004 , -0.249132286
2.90000004 , -0.239504329
3.00000004 , -0.229864298
3.10000005 , -0.220499192
3.20000005 , -0.211462445
3.30000005 , -0.202692796
3.40000005 , -0.194162561
3.50000005 , -0.186001864
3.60000005 , -0.178531549
3.70000006 , -0.172135592
3.80000006 , -0.167056667
3.90000006 , -0.163306203
4.00000006 , -0.160733658
4.10000006 , -0.159136729
4.20000006 , -0.158324497
4.30000006 , -0.15813331
4.40000007 , -0.158423196
4.50000007 , -0.15907208
4.60000007 , -0.159972749
4.70000007 , -0.161032215
4.80000007 , -0.162172062
4.90000007 , -0.163328719
5.00000007 , -0.164453166
5.10000008 , -0.165509946
5.20000008 , -0.166475608
5.30000008 , -0.167336799
5.40000008 , -0.168088232
5.50000008 , -0.168730718
5.60000008 , -0.169269396
5.70000008 , -0.169712231
5.80000009 , -0.170068809
5.90000009 , -0.170349416
6.00000009 , -0.170564368
6.10000009 , -0.170723547
6.20000009 , -0.170836118
6.30000009 , -0.170910356
6.4000001 , -0.170953586
6.5000001 , -0.170972175
6.6000001 , -0.170971569
6.7000001 , -0.170956367
6.8000001 , -0.170930394
6.9000001 , -0.170896797
7.0000001 , -0.170858122
7.10000011 , -0.170816407
7.20000011 , -0.170773252
7.30000011 , -0.170729892
7.40000011 , -0.170687261
7.50000011 , -0.170646041
7.60000011 , -0.170606713
7.70000011 , -0.170569598
7.80000012 , -0.170534886
7.90000012 , -0.170502668
8.00000012 , -0.17047296
8.10000012 , -0.170445719
8.20000012 , -0.170420861
8.30000012 , -0.170398274
8.40000013 , -0.170377825
8.50000013 , -0.170359373
8.60000013 , -0.170342769
8.70000013 , -0.170327864
8.80000013 , -0.170314513
8.90000013 , -0.170302576
9.00000013 , -0.17029192
9.10000014 , -0.170282419
9.20000014 , -0.170273957
9.30000014 , -0.170266427
9.40000014 , -0.170259729
9.50000014 , -0.170253774
9.60000014 , -0.170248481
9.70000014 , -0.170243776
9.80000015 , -0.170239593
9.90000015 , -0.170235872
